id,method,img_name,parameters,AMI,ARI,F,accuracy,time
560,KMeans,imgp2712,nClust=2,0.0008808223166764596,0.0005668676107421089,0.6235899639805483,0.9047111111111111,0.5358099937438965
561,IteratedWatershed,pic106470172014,nCluster=2repeat=0,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.6131796836853
562,IteratedWatershed,pic106470172014,nCluster=2repeat=1,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.66880559921265
563,IteratedWatershed,pic106470172014,nCluster=2repeat=2,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.51192307472229
564,IteratedWatershed,pic106470172014,nCluster=2repeat=3,0.0036642708839025213,0.0075524165724135586,0.5135505548608571,0.5719833333333333,36.62816071510315
565,IteratedWatershed,pic106470172014,nCluster=2repeat=4,0.0032999071954742908,0.0063176939767130005,0.5107695827617506,0.5719833333333333,36.732563734054565
566,IteratedWatershed,pic106470172014,nCluster=2repeat=5,0.0032999071954742908,0.0063176939767130005,0.5107695827617506,0.5719833333333333,36.62364673614502
567,IteratedWatershed,pic106470172014,nCluster=2repeat=6,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.72104811668396
568,IteratedWatershed,pic106470172014,nCluster=2repeat=7,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.552722454071045
569,IteratedWatershed,pic106470172014,nCluster=2repeat=8,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.60875105857849
570,IteratedWatershed,pic106470172014,nCluster=2repeat=9,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.792195081710815
571,IteratedWatershed,pic106470172014,nCluster=2repeat=10,0.019440087482645748,0.029683341973350673,0.5213182262477254,0.5863333333333334,36.491382122039795
572,IteratedWatershed,pic106470172014,nCluster=2repeat=11,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.74357604980469
573,IteratedWatershed,pic106470172014,nCluster=2repeat=12,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.36138415336609
574,IteratedWatershed,pic106470172014,nCluster=2repeat=13,0.0032999071954742908,0.0063176939767130005,0.5107695827617506,0.5719833333333333,36.80214047431946
575,IteratedWatershed,pic106470172014,nCluster=2repeat=14,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.87524700164795
576,IteratedWatershed,pic106470172014,nCluster=2repeat=15,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.889262199401855
577,IteratedWatershed,pic106470172014,nCluster=2repeat=16,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.88035202026367
578,IteratedWatershed,pic106470172014,nCluster=2repeat=17,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.891669034957886
579,IteratedWatershed,pic106470172014,nCluster=2repeat=18,0.0030589202100233265,0.005899820335579676,0.510489114343772,0.5719833333333333,36.893667221069336
580,IteratedWatershed,pic106470172014,nCluster=2repeat=19,0.0030589202100233274,0.005899820335579676,0.510489114343772,0.5719833333333333,36.938194274902344
581,SpectralClustering,pic106470172014,nCluster=2beta=1.0,0.10622546566101791,0.10911913088821057,0.37877039492415115,0.7472833333333333,6.392354488372803
582,SpectralClustering,pic106470172014,nCluster=2beta=2.0,0.10647610034236765,0.08233010665230578,0.37314759806147907,0.7336166666666667,7.354903936386108
583,SpectralClustering,pic106470172014,nCluster=2beta=3.0,0.016009220982039753,0.008473182871069684,0.4326687321852366,0.5748833333333333,5.446316957473755
584,SpectralClustering,pic106470172014,nCluster=2beta=5.0,0.00016778962234299826,-0.00010463414178020588,0.6756618187689761,0.5719833333333333,5.275120258331299
585,IsoFull,pic106470172014,beta=1.0,5.64311567302641e-05,0.0008255652908064696,0.5276002432160897,0.5719833333333333,2.0098636150360107
586,IsoFull,pic106470172014,beta=2.0,0.001247333934726952,0.004476163114010339,0.5233276552258884,0.5719833333333333,2.015620231628418
587,IsoFull,pic106470172014,beta=3.0,0.00012008745591095747,-0.00012272383217354818,0.6755756182742529,0.5719833333333333,2.0075554847717285
588,IsoFull,pic106470172014,beta=5.0,0.00034541920283970724,-0.00017996502670233137,0.675553475379246,0.5719833333333333,1.9931261539459229
589,IsoRecursive,pic106470172014,beta=1.0,0.09211515546866761,-0.012812371540343728,0.6188471298409027,0.5719833333333333,3.17792010307312
590,IsoRecursive,pic106470172014,beta=2.0,0.036007625366349064,-0.011076967478735253,0.6518507271534288,0.5719833333333333,3.3767151832580566
591,IsoRecursive,pic106470172014,beta=3.0,0.005176191392788612,0.010582564002642974,0.5168793444368964,0.5719833333333333,5.590278387069702
592,IsoRecursive,pic106470172014,beta=5.0,0.0005404956453867346,-0.00041460439104930356,0.6750788832879907,0.5719833333333333,7.336974143981934
593,KMeans,pic106470172014,nClust=2,0.01964248409983746,0.03165312158700139,0.5244860257600963,0.5893916666666666,1.2715222835540771
594,IteratedWatershed,img_2528,nCluster=2repeat=0,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.1661913394928
595,IteratedWatershed,img_2528,nCluster=2repeat=1,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.24468111991882
596,IteratedWatershed,img_2528,nCluster=2repeat=2,0.2516320346806635,0.37562511794313286,0.8359885809704946,0.8562444444444445,39.08503603935242
597,IteratedWatershed,img_2528,nCluster=2repeat=3,0.14249306247174495,0.22638795183385912,0.8131196408788351,0.8229555555555556,9.781359672546387
598,IteratedWatershed,img_2528,nCluster=2repeat=4,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.3095166683197
599,IteratedWatershed,img_2528,nCluster=2repeat=5,0.04380671705346462,0.11052800834023874,0.6430326384623037,0.7748074074074074,38.993242502212524
600,IteratedWatershed,img_2528,nCluster=2repeat=6,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.02664113044739
601,IteratedWatershed,img_2528,nCluster=2repeat=7,0.040905168377218935,0.06937869155345099,0.7949488773688073,0.7892,9.8042631149292
602,IteratedWatershed,img_2528,nCluster=2repeat=8,0.23680162926982,0.3566298989215235,0.832739634341644,0.8519481481481481,39.28272485733032
603,IteratedWatershed,img_2528,nCluster=2repeat=9,0.0029449860004662322,-0.008024512660616727,0.5756085386715476,0.7748074074074074,11.700106620788574
604,IteratedWatershed,img_2528,nCluster=2repeat=10,0.23680162926982,0.3566298989215235,0.832739634341644,0.8519481481481481,39.11209487915039
605,IteratedWatershed,img_2528,nCluster=2repeat=11,0.26163075808552116,0.3883443301364638,0.8382146565942058,0.859125925925926,39.19594931602478
606,IteratedWatershed,img_2528,nCluster=2repeat=12,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.05065035820007
607,IteratedWatershed,img_2528,nCluster=2repeat=13,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,38.88561153411865
608,IteratedWatershed,img_2528,nCluster=2repeat=14,0.18736765533241695,0.28980888741109956,0.8221391723047446,0.8369851851851852,7.849304437637329
609,IteratedWatershed,img_2528,nCluster=2repeat=15,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.15005302429199
610,IteratedWatershed,img_2528,nCluster=2repeat=16,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.4051992893219
611,IteratedWatershed,img_2528,nCluster=2repeat=17,0.0044188243747307334,-0.006618639571750712,0.5708266628050491,0.7748074074074074,5.972006559371948
612,IteratedWatershed,img_2528,nCluster=2repeat=18,0.004431605954016849,0.007726576954159737,0.7892935821571673,0.7763925925925926,9.915055274963379
613,IteratedWatershed,img_2528,nCluster=2repeat=19,0.003079281264880304,-0.016074440472962984,0.6217238780395739,0.7748074074074074,39.12195014953613
614,SpectralClustering,img_2528,nCluster=2beta=1.0,0.048169236176434156,0.006485484807130127,0.28740135782180054,0.7748074074074074,6.305490493774414
615,SpectralClustering,img_2528,nCluster=2beta=2.0,0.052518242031263214,0.023675612153533997,0.3365075490278631,0.7748518518518519,7.483870267868042
616,SpectralClustering,img_2528,nCluster=2beta=3.0,0.0027567524129364232,0.002320092771718516,0.4416243229324664,0.7755333333333333,5.706826210021973
617,SpectralClustering,img_2528,nCluster=2beta=5.0,0.002221217068764209,0.0036391347125559197,0.7888388493623387,0.7755925925925926,6.1797285079956055
618,IsoFull,img_2528,beta=1.0,0.0397352768899126,0.022482439163760592,0.5767868637434103,0.7748074074074074,2.375032901763916
619,IsoFull,img_2528,beta=2.0,0.014406955627512584,0.013789831040812335,0.5715964398817854,0.7748074074074074,2.375913143157959
620,IsoFull,img_2528,beta=3.0,0.002687402690769917,0.004696357156768481,0.7890355068263635,0.7757703703703703,2.3934860229492188
621,IsoFull,img_2528,beta=5.0,0.0019199093397396093,0.003360536951396907,0.7889223146866566,0.7754962962962964,2.3804616928100586
622,IsoRecursive,img_2528,beta=1.0,0.046809624410511556,0.06765846454676534,0.6742187478198621,0.7924074074074074,4.5463926792144775
623,IsoRecursive,img_2528,beta=2.0,0.03156063916846067,-0.04157975674258621,0.6272735101665607,0.7748074074074074,4.175467491149902
624,IsoRecursive,img_2528,beta=3.0,0.0021430192801520256,0.004811440220387266,0.5686516469594094,0.7748074074074074,6.001719236373901
625,IsoRecursive,img_2528,beta=5.0,0.000981329654420016,0.0036871601286145306,0.7884863472484053,0.7751555555555556,8.313812255859375
626,KMeans,img_2528,nClust=2,0.03632745878090428,0.08319370279081657,0.6174446253888836,0.7748074074074074,0.6259307861328125
627,IteratedWatershed,b14pavel013,nCluster=2repeat=0,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.94180631637573
628,IteratedWatershed,b14pavel013,nCluster=2repeat=1,0.1762652101117058,0.29751901725167645,0.9436306040758045,0.9876416666666666,34.80630350112915
629,IteratedWatershed,b14pavel013,nCluster=2repeat=2,0.12563009247870152,0.22104999938998274,0.9556287274518295,0.9876416666666666,34.778433322906494
630,IteratedWatershed,b14pavel013,nCluster=2repeat=3,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.550567626953125
631,IteratedWatershed,b14pavel013,nCluster=2repeat=4,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.68130683898926
632,IteratedWatershed,b14pavel013,nCluster=2repeat=5,0.031879044574246666,0.03993531689997165,0.7645152111521875,0.9876416666666666,35.747270345687866
633,IteratedWatershed,b14pavel013,nCluster=2repeat=6,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,35.8670916557312
634,IteratedWatershed,b14pavel013,nCluster=2repeat=7,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.905869245529175
635,IteratedWatershed,b14pavel013,nCluster=2repeat=8,0.17381388309355597,0.2939566972339705,0.9442013088850413,0.9876416666666666,34.67493557929993
636,IteratedWatershed,b14pavel013,nCluster=2repeat=9,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.662983655929565
637,IteratedWatershed,b14pavel013,nCluster=2repeat=10,0.12443336204590984,0.21916586542493255,0.9559191669974426,0.9876416666666666,34.91126203536987
638,IteratedWatershed,b14pavel013,nCluster=2repeat=11,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.516725063323975
639,IteratedWatershed,b14pavel013,nCluster=2repeat=12,0.1770833545037425,0.2987049464738866,0.9434403926356698,0.9876416666666666,34.80212950706482
640,IteratedWatershed,b14pavel013,nCluster=2repeat=13,0.03052056989198587,0.04272153716807409,0.7649336122768365,0.9876416666666666,34.67614984512329
641,IteratedWatershed,b14pavel013,nCluster=2repeat=14,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.915738105773926
642,IteratedWatershed,b14pavel013,nCluster=2repeat=15,0.0318788190720197,0.03989374329110888,0.7647884653704321,0.9876416666666666,34.57319355010986
643,IteratedWatershed,b14pavel013,nCluster=2repeat=16,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.80884790420532
644,IteratedWatershed,b14pavel013,nCluster=2repeat=17,0.031088651062138768,0.04175901837219361,0.7645647371016441,0.9876416666666666,34.83817481994629
645,IteratedWatershed,b14pavel013,nCluster=2repeat=18,0.032294449971796264,0.03981178101468148,0.7645890044537665,0.9876416666666666,34.652687549591064
646,IteratedWatershed,b14pavel013,nCluster=2repeat=19,0.1769766105962476,0.29855030276806027,0.9434652021535467,0.9876416666666666,34.95102334022522
647,SpectralClustering,b14pavel013,nCluster=2beta=1.0,0.08890464369938725,0.055552480488125215,0.33524719863703306,0.9876416666666666,5.2503697872161865
648,SpectralClustering,b14pavel013,nCluster=2beta=2.0,0.051091674294825515,0.009473640371672585,0.38167939312841426,0.9876416666666666,5.38495135307312
649,SpectralClustering,b14pavel013,nCluster=2beta=3.0,0.026072278834920498,0.003527718083675332,0.7452824605477328,0.9876416666666666,4.720616579055786
650,SpectralClustering,b14pavel013,nCluster=2beta=5.0,0.05757800436802218,0.005928353933385715,0.7795505438975304,0.9876416666666666,5.269974231719971
651,IsoFull,b14pavel013,beta=1.0,0.05162592573219734,0.004527529275890712,0.7673105352581508,0.9876416666666666,2.0290565490722656
652,IsoFull,b14pavel013,beta=2.0,0.08810341951321897,0.006591277757046303,0.7864146682534645,0.9876416666666666,2.031297445297241
653,IsoFull,b14pavel013,beta=3.0,0.002332194932416305,0.004778292321409514,0.986985243099481,0.9876416666666666,1.9856925010681152
654,IsoFull,b14pavel013,beta=5.0,0.0024248936393706354,0.0047916031404034954,0.9869935750504069,0.9876416666666666,2.0216474533081055
655,IsoRecursive,b14pavel013,beta=1.0,0.05123419860565845,-0.002134886254898972,0.5412948574465472,0.9876416666666666,5.435776233673096
656,IsoRecursive,b14pavel013,beta=2.0,0.09511830294664564,0.002508834005943699,0.5861100806773583,0.9899333333333333,6.148560523986816
657,IsoRecursive,b14pavel013,beta=3.0,0.0835475481401651,0.0067588042644094815,0.7844895847166669,0.9876416666666666,6.146632194519043
658,IsoRecursive,b14pavel013,beta=5.0,0.007152822612144438,0.016079953734420876,0.9852605784539596,0.9876416666666666,6.827452659606934
659,KMeans,b14pavel013,nClust=2,0.10191284869336287,0.08927470863281134,0.6618372141346859,0.9876416666666666,0.6365869045257568
660,IteratedWatershed,cheeky_penguin,nCluster=2repeat=0,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,23.764004468917847
661,IteratedWatershed,cheeky_penguin,nCluster=2repeat=1,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,23.791273832321167
662,IteratedWatershed,cheeky_penguin,nCluster=2repeat=2,0.01707225995562231,-0.010123750179795622,0.5602347051913084,0.7297147147147147,12.013850450515747
663,IteratedWatershed,cheeky_penguin,nCluster=2repeat=3,0.025008695290195566,-0.00043126233171128124,0.5572582737671969,0.7297147147147147,35.705570697784424
664,IteratedWatershed,cheeky_penguin,nCluster=2repeat=4,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,35.75465106964111
665,IteratedWatershed,cheeky_penguin,nCluster=2repeat=5,0.05297192837353183,-0.041047196140984094,0.5929715040259809,0.7297147147147147,39.63955354690552
666,IteratedWatershed,cheeky_penguin,nCluster=2repeat=6,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,21.953755378723145
667,IteratedWatershed,cheeky_penguin,nCluster=2repeat=7,0.014204065153301798,-0.012490494185585597,0.5625315140972712,0.7297147147147147,19.87951636314392
668,IteratedWatershed,cheeky_penguin,nCluster=2repeat=8,0.05344188742210492,-0.041088382091669616,0.5929951569824823,0.7297147147147147,39.704835176467896
669,IteratedWatershed,cheeky_penguin,nCluster=2repeat=9,0.008017902246626487,0.02334040570764382,0.5673171311147585,0.7297147147147147,13.899475574493408
670,IteratedWatershed,cheeky_penguin,nCluster=2repeat=10,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,17.751965284347534
671,IteratedWatershed,cheeky_penguin,nCluster=2repeat=11,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,31.745414972305298
672,IteratedWatershed,cheeky_penguin,nCluster=2repeat=12,0.014204065153301798,-0.012490494185585597,0.5625315140972712,0.7297147147147147,25.75791883468628
673,IteratedWatershed,cheeky_penguin,nCluster=2repeat=13,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,23.866012573242188
674,IteratedWatershed,cheeky_penguin,nCluster=2repeat=14,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,21.947142601013184
675,IteratedWatershed,cheeky_penguin,nCluster=2repeat=15,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,35.70161771774292
676,IteratedWatershed,cheeky_penguin,nCluster=2repeat=16,0.00029580389934512634,-0.00021859448699272692,0.548055798396358,0.7297147147147147,39.767192125320435
677,IteratedWatershed,cheeky_penguin,nCluster=2repeat=17,0.013297052670316112,-0.012340477739157536,0.5624338424684144,0.7297147147147147,35.561713218688965
678,IteratedWatershed,cheeky_penguin,nCluster=2repeat=18,0.017730510839546947,-0.00943817066556236,0.5597758445340907,0.7297147147147147,19.90087914466858
679,IteratedWatershed,cheeky_penguin,nCluster=2repeat=19,0.014204065153301798,-0.012490494185585597,0.5625315140972712,0.7297147147147147,19.968685150146484
680,SpectralClustering,cheeky_penguin,nCluster=2beta=1.0,0.0691910749937035,0.023457594083572928,0.30997538004369657,0.7297147147147147,5.689951658248901
681,SpectralClustering,cheeky_penguin,nCluster=2beta=2.0,0.06675168935355737,0.02476533522144676,0.3113999664046264,0.7297147147147147,6.552839994430542
682,SpectralClustering,cheeky_penguin,nCluster=2beta=3.0,0.03535723276755562,0.005380815764965905,0.4487735142168167,0.7297597597597597,6.2700700759887695
683,SpectralClustering,cheeky_penguin,nCluster=2beta=5.0,0.044513356885602935,0.026066686071847076,0.5624494063018001,0.7297822822822823,6.106170654296875
684,IsoFull,cheeky_penguin,beta=1.0,0.002215327515189306,-0.003390016006308506,0.5522287165290517,0.7297147147147147,2.467447519302368
685,IsoFull,cheeky_penguin,beta=2.0,0.023373961994961872,0.008685615358853399,0.5550093754578862,0.7297147147147147,2.549778938293457
686,IsoFull,cheeky_penguin,beta=3.0,0.0006048786288929233,0.0011361041225022462,0.7543748785340274,0.73003003003003,2.5455634593963623
687,IsoFull,cheeky_penguin,beta=5.0,0.0006296351871004297,0.0012031755543316688,0.7543743023104875,0.7300450450450451,2.546647310256958
688,IsoRecursive,cheeky_penguin,beta=1.0,0.04187907602794168,-0.0011895626916534018,0.4008599599307268,0.7297147147147147,6.181140661239624
689,IsoRecursive,cheeky_penguin,beta=2.0,0.07856122161746851,-0.07311109732857629,0.6455397623845305,0.7297147147147147,4.204967737197876
690,IsoRecursive,cheeky_penguin,beta=3.0,0.03119020478736068,0.01461299960359055,0.557515774631425,0.7297147147147147,6.687236785888672
691,IsoRecursive,cheeky_penguin,beta=5.0,0.0024991154811761945,0.004396599581500917,0.7545980056693875,0.730960960960961,8.380691051483154
692,KMeans,cheeky_penguin,nClust=2,0.01509475134906392,0.014647057638025065,0.5544150828883705,0.7297147147147147,0.6952252388000488
693,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=0,0.022636651052719173,-0.04085463909878084,0.6429834400608273,0.8876592592592593,20.13967800140381
694,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=1,0.6132209656140336,0.7915150435324556,0.963490810962762,0.9688888888888889,20.243977308273315
695,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=2,0.0332710403192306,-0.08375560060113378,0.8023539951343053,0.8876592592592593,3.0240514278411865
696,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=3,0.59974686131561,0.7813266511155952,0.9619490539524237,0.9674814814814815,20.04540467262268
697,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=4,0.005028040850159199,-0.00644573843747047,0.6190423666590404,0.8876592592592593,20.03013563156128
698,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=5,0.7013523974678916,0.8532618715343306,0.9732937463285843,0.9776444444444444,19.966729640960693
699,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=6,0.0332710403192306,-0.08375560060113378,0.8023539951343053,0.8876592592592593,2.996072769165039
700,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=7,0.032987751840548876,-0.032207443113811775,0.6271523313077332,0.8876592592592593,20.115585803985596
701,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=8,0.02072928651074463,-0.05017067601149731,0.6637541170724817,0.8876592592592593,20.050793886184692
702,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=9,0.7013523974678916,0.8532618715343306,0.9732937463285843,0.9776444444444444,19.94080424308777
703,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=10,0.005138946782197376,-0.004964923112379627,0.6176230946574561,0.8876592592592593,20.06268835067749
704,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=11,0.7204663482316646,0.8655764031541809,0.9753459733868935,0.979437037037037,20.000811338424683
705,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=12,0.00488070980979201,-0.008129536247552664,0.6212268783862435,0.8876592592592593,20.180262804031372
706,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=13,0.715211903473316,0.8622283834957171,0.9747847450925688,0.9789481481481481,20.222275972366333
707,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=14,0.6389453612902636,0.8104027912361518,0.966404868117796,0.9715259259259259,20.0951144695282
708,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=15,0.516013603557023,0.713201159705994,0.9521630041792224,0.9583407407407407,20.235331773757935
709,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=16,0.6190897205264038,0.7958887134311096,0.9641591002751496,0.9694962962962963,20.13674569129944
710,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=17,0.7013523974678916,0.8532618715343306,0.9732937463285843,0.9776444444444444,20.16525673866272
711,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=18,0.004308549589066849,-0.007871712615331889,0.6217491121529897,0.8876592592592593,20.100263357162476
712,IteratedWatershed,nitpix_p1280114,nCluster=2repeat=19,0.6038419221265691,0.7844448976833972,0.9624187010288069,0.9679111111111112,20.01298689842224
713,SpectralClustering,nitpix_p1280114,nCluster=2beta=1.0,0.18497981720925785,0.09643515422496443,0.3529653509931141,0.9962962962962963,3.2588860988616943
714,SpectralClustering,nitpix_p1280114,nCluster=2beta=2.0,0.2056641160084246,0.12423796297893258,0.41475426001951954,0.9944888888888889,2.6264991760253906
715,SpectralClustering,nitpix_p1280114,nCluster=2beta=3.0,0.3193638009315091,0.281578429285575,0.6675706926559448,0.9918666666666667,2.462092638015747
716,SpectralClustering,nitpix_p1280114,nCluster=2beta=5.0,0.8004991007931399,0.9082373275561652,0.981365637949803,0.9878370370370371,2.3970680236816406
717,IsoFull,nitpix_p1280114,beta=1.0,0.0006175025575556351,0.0006751235645767309,0.6155979516637269,0.8876592592592593,0.9412329196929932
718,IsoFull,nitpix_p1280114,beta=2.0,0.11240256397756418,0.05578139995204864,0.6340043728711591,0.8876592592592593,0.9426295757293701
719,IsoFull,nitpix_p1280114,beta=3.0,0.0044684851285975566,0.009767783707442124,0.8896084696146491,0.8882074074074074,0.9424097537994385
720,IsoFull,nitpix_p1280114,beta=5.0,0.004214005398758235,0.009216951533097331,0.8895244168539936,0.8881037037037037,0.9419703483581543
721,IsoRecursive,nitpix_p1280114,beta=1.0,0.21632159333402157,0.19653522855284355,0.7552063924025625,0.9427851851851852,1.71647047996521
722,IsoRecursive,nitpix_p1280114,beta=2.0,0.15122143184359724,0.17553248723262693,0.634144155819404,0.8876592592592593,2.2067012786865234
723,IsoRecursive,nitpix_p1280114,beta=3.0,0.09959132764001134,0.008894653088523906,0.6217815700876675,0.8876592592592593,2.9190218448638916
724,IsoRecursive,nitpix_p1280114,beta=5.0,0.923255321426791,0.9733366305976272,0.9943985608004431,0.9955555555555555,3.2774033546447754
725,KMeans,nitpix_p1280114,nClust=2,0.8884377453006099,0.9578505557193462,0.991106843993391,0.9929333333333333,0.34796977043151855
726,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=0,0.04783254188050249,-0.06319611640070064,0.7125005490935546,0.7659882005899705,3.0625548362731934
727,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=1,0.04783254188050249,-0.06319611640070064,0.7125005490935546,0.7659882005899705,2.0403175354003906
728,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=2,0.019999942837482198,0.0699656290486284,0.6334182559661807,0.7659882005899705,4.071290731430054
729,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=3,0.12739915762921405,0.20071084343910742,0.8030927790970799,0.8113274336283186,20.273491859436035
730,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=4,0.04980522925127598,0.023225794537265924,0.571841304791149,0.7659882005899705,20.185865879058838
731,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=5,0.047215946397845134,0.11831223148457938,0.6476455292982218,0.7659882005899705,4.0645973682403564
732,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=6,0.1142503103169491,0.18089577797089232,0.8005514990765507,0.8067699115044248,20.24951171875
733,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=7,0.10611353653229219,0.1688403933105752,0.7990414917652331,0.8039970501474927,12.144402742385864
734,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=8,0.008566539975479405,-0.006102104879686764,0.5961659266274629,0.7659882005899705,20.305943727493286
735,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=9,0.0041236099330748234,0.03639247545164135,0.6818251036527203,0.7659882005899705,20.043723106384277
736,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=10,0.053072260750970886,0.012325973862619445,0.5708005686790688,0.7659882005899705,20.238259077072144
737,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=11,0.04961289028045642,0.09525258897685002,0.7892977604614503,0.7862241887905604,3.964015483856201
738,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=12,0.12739915762921405,0.20071084343910742,0.8030927790970799,0.8113274336283186,20.135365962982178
739,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=13,0.06314841717376525,0.0476291853378355,0.5834527709695869,0.7659882005899705,20.340349674224854
740,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=14,0.11225403915889906,0.17794879153964535,0.8001789383872951,0.8060914454277286,20.222760677337646
741,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=15,0.11091069073561677,0.1759617871089551,0.7999289959439555,0.8056342182890855,20.101100206375122
742,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=16,0.005062346714791199,0.00042387022874069806,0.6091468921609339,0.7659882005899705,20.064012050628662
743,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=17,0.12739915762921405,0.20071084343910742,0.8030927790970799,0.8113274336283186,20.099294662475586
744,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=18,0.10568234620463196,0.16819831147251316,0.7989621073260574,0.803849557522124,6.055760860443115
745,IteratedWatershed,hpim5083_morguefile,nCluster=2repeat=19,0.12739915762921405,0.20071084343910742,0.8030927790970799,0.8113274336283186,20.272734880447388
746,SpectralClustering,hpim5083_morguefile,nCluster=2beta=1.0,0.09006657055279912,0.03268921516837682,0.31201981297750064,0.7801917404129793,3.572579860687256
747,SpectralClustering,hpim5083_morguefile,nCluster=2beta=2.0,0.18148332739648748,0.1493721518823691,0.4292096932764254,0.8818141592920354,3.023190975189209
748,SpectralClustering,hpim5083_morguefile,nCluster=2beta=3.0,0.14749440296913613,0.17669886612152677,0.6100987250881212,0.7697197640117994,2.7628769874572754
