id,method,img_name,parameters,AMI,ARI,F,accuracy,time
18,IteratedWatershed,swan_and_friend,nCluster=3repeat=18,0.2469110708885217,0.27370727027893726,0.5882527454370194,0.870874074074074,21.44461488723755
19,IteratedWatershed,swan_and_friend,nCluster=3repeat=19,0.1275452375826344,0.07631444962096141,0.47560910112911364,0.7294666666666667,20.45235013961792
20,SpectralClustering,swan_and_friend,nCluster=3beta=1.0,0.10214633408616929,0.05920376606375458,0.3122763262375462,0.7991259259259259,3.1211745738983154
21,SpectralClustering,swan_and_friend,nCluster=3beta=2.0,0.1117689743152785,0.0616988197480234,0.31433774490405036,0.7966222222222222,3.1084554195404053
22,SpectralClustering,swan_and_friend,nCluster=3beta=3.0,0.11897592036030996,0.06558355720234339,0.3171652817107343,0.7980888888888888,2.9960758686065674
23,SpectralClustering,swan_and_friend,nCluster=3beta=5.0,0.13493535504352772,0.07850919510012982,0.32501127983351036,0.8084592592592592,3.2020986080169678
24,IsoFull,swan_and_friend,beta=1.0,0.12059489227665215,0.17407051432837028,0.637113975009516,0.722,1.0136840343475342
25,IsoFull,swan_and_friend,beta=2.0,0.12584382036916353,0.1841593763119888,0.6431699043416054,0.722,1.1342277526855469
26,IsoFull,swan_and_friend,beta=3.0,0.0013538202387659909,0.0022756265674949705,0.7421946762073236,0.7226666666666667,1.0212030410766602
27,IsoFull,swan_and_friend,beta=5.0,0.0012265238137186354,0.0022756265674949705,0.7421946762073236,0.7226666666666667,0.9876360893249512
28,IsoRecursive,swan_and_friend,beta=1.0,0.053665523320470955,0.02421642983716911,0.4351164751794831,0.7337777777777778,2.3862240314483643
29,IsoRecursive,swan_and_friend,beta=2.0,0.009059345936037097,-0.024672817500830172,0.6008863892484557,0.722,1.8808560371398926
30,IsoRecursive,swan_and_friend,beta=3.0,0.039068855846328514,-0.03133681900096309,0.5595693556595908,0.722,3.8571665287017822
31,IsoRecursive,swan_and_friend,beta=5.0,0.13192556810803907,0.19619025684241576,0.6498549580772693,0.7244148148148148,3.363553524017334
32,KMeans,swan_and_friend,nClust=3,0.27695772300330074,0.2703654335477683,0.6064166879969254,0.8849333333333333,0.5805377960205078
0,IteratedWatershed,chaom69,nCluster=3repeat=0,0.07639238757067714,-0.0031119289183713485,0.5054192048522866,0.889702380952381,21.651532888412476
1,IteratedWatershed,chaom69,nCluster=3repeat=1,0.0745453987600905,-0.004643204094933025,0.5023704690477987,0.889702380952381,19.633968830108643
2,IteratedWatershed,chaom69,nCluster=3repeat=2,0.08433213800132319,0.02142022217377319,0.5044549230998684,0.889702380952381,19.10945725440979
3,IteratedWatershed,chaom69,nCluster=3repeat=3,0.07206243166645135,0.012461370978108078,0.513872222871866,0.889702380952381,15.899020195007324
4,IteratedWatershed,chaom69,nCluster=3repeat=4,0.08517027788837847,0.022257520176083456,0.5040887267995071,0.889702380952381,19.729345560073853
5,IteratedWatershed,chaom69,nCluster=3repeat=5,0.0860226370525024,0.00659414045683533,0.4762295930343672,0.889702380952381,15.984618186950684
6,IteratedWatershed,chaom69,nCluster=3repeat=6,0.0734382909327113,-0.002270949102653382,0.5037453215430918,0.889702380952381,19.730026960372925
7,IteratedWatershed,chaom69,nCluster=3repeat=7,0.07848745274518043,-0.007276852362023237,0.501095438770919,0.889702380952381,19.73574209213257
8,IteratedWatershed,chaom69,nCluster=3repeat=8,0.07570480946066802,0.013959574155067166,0.4822068039862708,0.889702380952381,19.977030992507935
9,IteratedWatershed,chaom69,nCluster=3repeat=9,0.07866744134851367,-0.007027676762492078,0.5013072496427041,0.889702380952381,20.1458957195282
10,IteratedWatershed,chaom69,nCluster=3repeat=10,0.07206243166645136,0.012461370978108078,0.513872222871866,0.889702380952381,14.557415246963501
11,IteratedWatershed,chaom69,nCluster=3repeat=11,0.08828157239168513,0.014494231399238512,0.5304175522143769,0.889702380952381,11.666552782058716
12,IteratedWatershed,chaom69,nCluster=3repeat=12,0.07664867824859925,0.002885189030441896,0.47793240534691445,0.889702380952381,10.203693389892578
13,IteratedWatershed,chaom69,nCluster=3repeat=13,0.0949856403737572,0.043192820421883896,0.5074966201676684,0.889702380952381,11.897353172302246
14,IteratedWatershed,chaom69,nCluster=3repeat=14,0.08433213800132319,0.02142022217377319,0.5044549230998684,0.889702380952381,20.18837308883667
15,IteratedWatershed,chaom69,nCluster=3repeat=15,0.08098834969292756,0.015769890263736108,0.47830187843942634,0.889702380952381,20.281960010528564
16,IteratedWatershed,chaom69,nCluster=3repeat=16,0.09043208552538433,0.03156703820469704,0.4909155070034253,0.889702380952381,20.20243740081787
17,IteratedWatershed,chaom69,nCluster=3repeat=17,0.08582519962219547,0.011093784491793381,0.5144555107665372,0.889702380952381,20.287734270095825
18,IteratedWatershed,chaom69,nCluster=3repeat=18,0.08494456424009464,0.024984705798819545,0.4994516141490915,0.889702380952381,20.200876712799072
19,IteratedWatershed,chaom69,nCluster=3repeat=19,0.08366992805532257,0.043518336597917186,0.5443577395906836,0.889702380952381,19.499865293502808
20,SpectralClustering,chaom69,nCluster=3beta=1.0,0.05717105261362093,0.012067842367207995,0.29642459239982727,0.889702380952381,3.816096544265747
21,SpectralClustering,chaom69,nCluster=3beta=2.0,0.1041981156741937,0.023197941728096368,0.3950875150228416,0.889702380952381,3.328024387359619
22,SpectralClustering,chaom69,nCluster=3beta=3.0,7.811643978720744e-07,-0.0008257796545465709,0.8870213868260832,0.889702380952381,2.6828813552856445
23,SpectralClustering,chaom69,nCluster=3beta=5.0,1.3013950958411738e-05,-0.0009850679578616629,0.8869327570943196,0.889702380952381,3.1162357330322266
24,IsoFull,chaom69,beta=1.0,0.05615614356291811,0.04472173595555917,0.6343193039315186,0.889702380952381,1.323784589767456
25,IsoFull,chaom69,beta=2.0,0.00017846631567076783,-0.0011029182862950869,0.8867683700972486,0.889702380952381,1.1623969078063965
26,IsoFull,chaom69,beta=3.0,0.00017846631567076783,-0.0013287789446376434,0.8867409572406351,0.889702380952381,1.1735410690307617
27,IsoFull,chaom69,beta=5.0,0.00010846505837658002,-0.00011607264885903268,0.8868799891305649,0.889702380952381,1.0630638599395752
28,IsoRecursive,chaom69,beta=1.0,0.066694395473656,-0.006191969791697469,0.43131797950188294,0.889702380952381,2.683717966079712
29,IsoRecursive,chaom69,beta=2.0,0.013282195406051064,-0.002607554287331945,0.6798319291873396,0.889702380952381,3.502281665802002
30,IsoRecursive,chaom69,beta=3.0,0.09397025860997159,0.013267814464259375,0.6191335541166887,0.889702380952381,3.2948153018951416
31,IsoRecursive,chaom69,beta=5.0,0.0001699247546726176,0.0025422256892998992,0.8860111873780295,0.889702380952381,3.38288950920105
32,KMeans,chaom69,nClust=3,0.27471012659940697,0.23330975251877484,0.654120130721541,0.9375892857142857,1.043140172958374
0,IteratedWatershed,11257554021,nCluster=3repeat=0,0.03595249195368768,0.00507946658739059,0.5180295850163378,0.9215178571428572,19.864308834075928
1,IteratedWatershed,11257554021,nCluster=3repeat=1,0.03399613566338652,-0.006292071684990711,0.5209001237223188,0.9215178571428572,19.734899520874023
2,IteratedWatershed,11257554021,nCluster=3repeat=2,0.030285091566294733,0.00455746232964137,0.5061552019389024,0.9215178571428572,19.88291311264038
3,IteratedWatershed,11257554021,nCluster=3repeat=3,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,19.99267292022705
4,IteratedWatershed,11257554021,nCluster=3repeat=4,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,19.16957998275757
5,IteratedWatershed,11257554021,nCluster=3repeat=5,0.03470600018937344,0.004955506327801689,0.5102662258852284,0.9215178571428572,19.09036922454834
6,IteratedWatershed,11257554021,nCluster=3repeat=6,0.03171352133759896,0.00704496042390193,0.5023933030466683,0.9215178571428572,19.298654794692993
7,IteratedWatershed,11257554021,nCluster=3repeat=7,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,19.34567904472351
8,IteratedWatershed,11257554021,nCluster=3repeat=8,0.03176045155308384,0.0063320924995225744,0.5016152828703038,0.9215178571428572,19.267224550247192
9,IteratedWatershed,11257554021,nCluster=3repeat=9,0.03795283680861837,0.007362905946068844,0.514950305173818,0.9215178571428572,19.731361627578735
10,IteratedWatershed,11257554021,nCluster=3repeat=10,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,20.457261085510254
11,IteratedWatershed,11257554021,nCluster=3repeat=11,0.029025060240929216,0.004280931186161188,0.5073966056864847,0.9215178571428572,19.61957025527954
12,IteratedWatershed,11257554021,nCluster=3repeat=12,0.01962122302905781,-0.016467544551098147,0.5263556255319947,0.9215178571428572,19.827284812927246
13,IteratedWatershed,11257554021,nCluster=3repeat=13,0.030628206163556108,0.005837014607044552,0.5075755501184938,0.9215178571428572,20.373724937438965
14,IteratedWatershed,11257554021,nCluster=3repeat=14,0.032544336764500664,-0.0011302630151504495,0.5127197994487731,0.9215178571428572,19.769550323486328
15,IteratedWatershed,11257554021,nCluster=3repeat=15,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,20.03174924850464
16,IteratedWatershed,11257554021,nCluster=3repeat=16,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,20.293920278549194
17,IteratedWatershed,11257554021,nCluster=3repeat=17,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,20.810875415802002
18,IteratedWatershed,11257554021,nCluster=3repeat=18,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,22.96080255508423
19,IteratedWatershed,11257554021,nCluster=3repeat=19,0.030000385976158707,0.0043910477467802795,0.5082549213525831,0.9215178571428572,21.584993362426758
20,SpectralClustering,11257554021,nCluster=3beta=1.0,0.06323633064614734,-0.0008525310285549127,0.28407869344038184,0.9215178571428572,3.1318461894989014
21,SpectralClustering,11257554021,nCluster=3beta=2.0,0.11132897358946275,0.051856488410873605,0.5100834022929015,0.9504315476190476,3.270026206970215
22,SpectralClustering,11257554021,nCluster=3beta=3.0,0.13254670466317234,0.07799510608346842,0.6614244680492123,0.9463690476190476,3.0545101165771484
23,SpectralClustering,11257554021,nCluster=3beta=5.0,0.3111543003275944,0.4757771123364748,0.945880008324353,0.9479613095238095,3.554028272628784
24,IsoFull,11257554021,beta=1.0,0.0527679704711648,0.00967809784730064,0.6516320990103831,0.9215178571428572,1.5509858131408691
25,IsoFull,11257554021,beta=2.0,0.04407492568819638,0.0065618541427599495,0.6565286280770927,0.9215178571428572,0.9192037582397461
26,IsoFull,11257554021,beta=3.0,0.002235573359609343,0.009524405117069304,0.9204027702218387,0.921592261904762,0.9124770164489746
27,IsoFull,11257554021,beta=5.0,0.004488642019013031,0.01302407776111146,0.9206840131409327,0.9219642857142857,0.9157209396362305
28,IsoRecursive,11257554021,beta=1.0,0.05517158496236515,0.00855702214398175,0.4781433326072671,0.9215178571428572,2.4786057472229004
29,IsoRecursive,11257554021,beta=2.0,0.03866910757149637,-0.026021083655169912,0.6780632401088054,0.9215178571428572,2.150527238845825
30,IsoRecursive,11257554021,beta=3.0,0.02361622808324739,0.020571968250002896,0.6577472801381443,0.9215178571428572,2.666875123977661
31,IsoRecursive,11257554021,beta=5.0,0.08621963148766403,0.2218230570297658,0.9299251812257242,0.9285714285714286,3.1402459144592285
32,KMeans,11257554021,nClust=3,0.07908864217643792,0.009558953111173928,0.4990268638737622,0.9215178571428572,0.8796384334564209
0,IteratedWatershed,nopeeking,nCluster=3repeat=0,0.2098696047082419,0.12517955468205108,0.5340961628345559,0.822002743484225,22.050713539123535
1,IteratedWatershed,nopeeking,nCluster=3repeat=1,0.1904605860671217,0.07288363852857076,0.49976556477323997,0.822002743484225,21.876716136932373
2,IteratedWatershed,nopeeking,nCluster=3repeat=2,0.20711706049102233,0.11745726974583644,0.5311580296944736,0.822002743484225,21.26441740989685
3,IteratedWatershed,nopeeking,nCluster=3repeat=3,0.20643057243358,0.1096282560771665,0.5210837764802183,0.822002743484225,21.502076625823975
4,IteratedWatershed,nopeeking,nCluster=3repeat=4,0.19593101117272024,0.12217553444544867,0.5238956449795122,0.822002743484225,22.298841953277588
5,IteratedWatershed,nopeeking,nCluster=3repeat=5,0.1904605860671217,0.07288363852857076,0.49976556477323997,0.822002743484225,25.14416003227234
6,IteratedWatershed,nopeeking,nCluster=3repeat=6,0.2227153567007705,0.16302175995910548,0.5610646532465529,0.822002743484225,21.672428369522095
7,IteratedWatershed,nopeeking,nCluster=3repeat=7,0.2098696047082419,0.12517955468205108,0.5340961628345559,0.822002743484225,20.307404041290283
8,IteratedWatershed,nopeeking,nCluster=3repeat=8,0.21607198523996612,0.13131044308652184,0.527849511982629,0.822002743484225,20.23096203804016
9,IteratedWatershed,nopeeking,nCluster=3repeat=9,0.22549405340487697,0.15006232386414778,0.5408588954011014,0.822002743484225,21.16494655609131
10,IteratedWatershed,nopeeking,nCluster=3repeat=10,0.2098696047082419,0.12517955468205108,0.5340961628345559,0.822002743484225,20.465774536132812
11,IteratedWatershed,nopeeking,nCluster=3repeat=11,0.19593101117272027,0.12217553444544867,0.5238956449795122,0.822002743484225,21.120163440704346
12,IteratedWatershed,nopeeking,nCluster=3repeat=12,0.21707305867467733,0.14243630629343884,0.5443642659920547,0.822002743484225,20.203999757766724
13,IteratedWatershed,nopeeking,nCluster=3repeat=13,0.20711706049102233,0.11745726974583644,0.5311580296944736,0.822002743484225,21.500317811965942
14,IteratedWatershed,nopeeking,nCluster=3repeat=14,0.18798482975683953,0.06692858228825041,0.5038774198985827,0.822002743484225,23.155102252960205
15,IteratedWatershed,nopeeking,nCluster=3repeat=15,0.17377749922777352,0.1979696528429109,0.6088161601634626,0.822002743484225,24.16207456588745
16,IteratedWatershed,nopeeking,nCluster=3repeat=16,0.1865879564544009,0.06421353134234434,0.5027454395320782,0.822002743484225,20.328882932662964
17,IteratedWatershed,nopeeking,nCluster=3repeat=17,0.20242165374939497,0.09817960394112542,0.5103864785463841,0.822002743484225,21.46369171142578
18,IteratedWatershed,nopeeking,nCluster=3repeat=18,0.18064232777433167,0.04992471408924633,0.49350213889096584,0.822002743484225,21.154934883117676
19,IteratedWatershed,nopeeking,nCluster=3repeat=19,0.22099427654808448,0.15241509721870158,0.5392753382649125,0.822002743484225,21.581887245178223
20,SpectralClustering,nopeeking,nCluster=3beta=1.0,0.15788982754370579,0.10494045519600471,0.36234725113556415,0.8694924554183814,3.400003671646118
21,SpectralClustering,nopeeking,nCluster=3beta=2.0,0.12725192197141752,0.06979428993825033,0.3719829378245017,0.822002743484225,3.4245593547821045
22,SpectralClustering,nopeeking,nCluster=3beta=3.0,0.1847213734704213,0.05379545100902986,0.4860749192103807,0.822002743484225,4.345351457595825
23,SpectralClustering,nopeeking,nCluster=3beta=5.0,0.0003915667816430288,-0.0003666269858811386,0.8244097898727959,0.822002743484225,2.8294053077697754
24,IsoFull,nopeeking,beta=1.0,0.2232376753855258,0.12770243150263905,0.6296648808013233,0.822002743484225,0.9858055114746094
25,IsoFull,nopeeking,beta=2.0,0.22679550721746433,0.13357453635595307,0.6322773541584639,0.822002743484225,0.9856288433074951
26,IsoFull,nopeeking,beta=3.0,0.0003857836242517384,-0.001656396121508022,0.8239239464190441,0.822002743484225,1.0994164943695068
27,IsoFull,nopeeking,beta=5.0,0.0002538305956002656,-0.0011098935700431924,0.8243202237741135,0.822002743484225,1.2229173183441162
28,IsoRecursive,nopeeking,beta=1.0,0.09462915216929675,0.058343695464819205,0.45114213324175717,0.826323731138546,3.0855960845947266
29,IsoRecursive,nopeeking,beta=2.0,0.19548501096420798,0.3588163230995861,0.8045801390791917,0.836639231824417,1.8765754699707031
30,IsoRecursive,nopeeking,beta=3.0,0.12777391156622664,0.1563006085569122,0.6641960393768631,0.822002743484225,2.7097549438476562
31,IsoRecursive,nopeeking,beta=5.0,0.0008784676546195418,-0.003123010093718052,0.8227214108304164,0.822002743484225,3.6301965713500977
32,KMeans,nopeeking,nClust=3,0.19638319714044236,0.08015806576504472,0.49552825835442404,0.822002743484225,0.9815220832824707
0,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=0,0.11509931726348016,0.03236501691154231,0.4698168772988279,0.8357629629629629,19.210753679275513
1,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=1,0.05649961326874219,-0.0034268816424109496,0.46321790790656314,0.8357629629629629,19.362412691116333
2,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=2,0.1095110612975769,0.035145076522983175,0.4738168687712156,0.8357629629629629,19.79540491104126
3,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=3,0.09622660812667055,0.02584267881269795,0.46960698077284135,0.8357629629629629,19.092881679534912
4,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=4,0.10943649333017755,0.020521705820627956,0.4653421179676944,0.8357629629629629,19.676503896713257
5,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=5,0.077708354027363,0.008084768971233775,0.46381416645405277,0.8357629629629629,18.987669467926025
6,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=6,0.10558369400148915,0.021458948101818892,0.46556951037436284,0.8357629629629629,19.067705631256104
7,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=7,0.08141323710604584,-0.013685880996186723,0.4640486222447262,0.8357629629629629,19.818930625915527
8,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=8,0.10185401719159398,0.01902934359715912,0.46442959655188953,0.8357629629629629,18.98849368095398
9,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=9,0.07163283457556162,-0.023820245435337995,0.46228165195157034,0.8357629629629629,20.3054039478302
10,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=10,0.05625297339525647,0.009839332661985922,0.46098098113587255,0.8357629629629629,19.103042125701904
11,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=11,0.06905624058803818,-0.01130285232226948,0.46137024662994874,0.8357629629629629,18.9053316116333
12,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=12,0.10977790583735807,0.018630447532240572,0.46499756254602875,0.8357629629629629,19.580794095993042
13,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=13,0.07661204721380793,0.007544936593647002,0.4639614741401416,0.8357629629629629,18.87702488899231
14,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=14,0.09730171753630941,0.026275196728222566,0.4694379661694451,0.8357629629629629,19.75070810317993
15,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=15,0.08152835892308793,-0.016775510257686577,0.468070838214075,0.8357629629629629,19.249396324157715
16,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=16,0.1085561909160149,0.03331658500305614,0.47170435858408377,0.8357629629629629,19.01112961769104
17,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=17,0.1037966571252714,0.026408222766263027,0.4683891937458244,0.8357629629629629,20.059738159179688
18,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=18,0.06015246075803351,0.002163131991244048,0.46636069303004635,0.8357629629629629,19.08859896659851
19,IteratedWatershed,b13vehicles_land000,nCluster=3repeat=19,0.10795093336730506,0.019279253322675174,0.4649015245985352,0.8357629629629629,20.991881132125854
20,SpectralClustering,b13vehicles_land000,nCluster=3beta=1.0,0.10988133904219992,0.009146119359999517,0.29631254884205405,0.8357629629629629,3.9188597202301025
21,SpectralClustering,b13vehicles_land000,nCluster=3beta=2.0,0.1602412715973172,0.040504097636678206,0.3532136641835516,0.8357629629629629,4.036800861358643
22,SpectralClustering,b13vehicles_land000,nCluster=3beta=3.0,0.18889555090989138,0.1001733257669941,0.41206014894377624,0.9259259259259259,4.175462245941162
23,SpectralClustering,b13vehicles_land000,nCluster=3beta=5.0,0.17261050991829585,0.10016649249822066,0.5115414775992702,0.8358518518518518,3.657367706298828
24,IsoFull,b13vehicles_land000,beta=1.0,0.0530493299158722,-0.006140689925342569,0.5890759694164103,0.8357629629629629,0.8917453289031982
25,IsoFull,b13vehicles_land000,beta=2.0,0.05904438998294116,0.010687301477130599,0.5920131017878955,0.8357629629629629,0.8773238658905029
26,IsoFull,b13vehicles_land000,beta=3.0,0.0013836753374305484,0.003708633483364142,0.8322181213041316,0.8357629629629629,0.851569652557373
27,IsoFull,b13vehicles_land000,beta=5.0,0.002112512236584051,0.005234714360716804,0.83248239185876,0.8357629629629629,0.8521909713745117
